PZN,Name,Norm,Amount,Darreichung
09615565,Quentiax 150mg,N1,10 ST,FTA
09615571,Quentiax 200mg,N1,10 ST,FTA
09615588,Quentiax 300mg,N1,10 ST,FTA
09615677,Puregon 300IE/0.36ml F Pen-Haemato ,N1,1 ST,ILO
09615683,Puregon 600IE/0.72ml F Pen-Haemato ,N1,1 ST,ILO
09615708,Puregon 900IE/1.08ml F Pen-Haemato ,N1,1 ST,ILO
09615714,Gonal F 300IE/0.5ml 22mikr-Haemato ,N1,1 ST,PEN
09615720,Gonal F 450 I.E./0.75ml-Haemato ,N1,1 ST,PEN
09615737,Gonal F 900IE/1.5ml 66mikr-Haemato ,N1,1 ST,PEN
09615743,Urapidil Stragen IV 25mg,N2,5 ST,AMP
09615766,Urapidil Stragen IV 50mg,N2,5 ST,AMP
09615772,Urapidil Stragen IV 100mg,N2,5 ST,AMP
09615789,Milrinon Stragen 1mg/ml,N2,10X10 ML,AMP
09616576,Baycuten Hc Creme-Orifarm ,N1,30 G,CRE
09616582,Baycuten Hc Creme-Orifarm ,,60 G,CRE
09616599,Privigen 10% Lsg 10g-Orifarm ,N1,100 ML,INF
09616607,Privigen 10% Lsg 20g-Orifarm ,N1,200 ML,INF
09616636,Trusopt S 20mg/ml-Orifarm ,N3,120X0.2 ML,ATR
09616642,Stalevo 125/31.25/200mg-Aca ,N2,100 ST,FTA
09616659,Pritor 80mg-Aca ,N3,98 ST,TAB
09616665,Insuman Comb 50 100 IE-Aca ,N2,10X3 ML,ZAM
09617021,Misteltropfen Hofmanns Tra,,50 ML,TRO
09617363,Ondansetron B.Braun 2mg/ml,,20X4 ML,ILO
09617535,Formatris 6µg Nov In+2px60,N2,2 ST,IHP
09617558,Formatris 6µg Nov In+3px60,N3,3 ST,IHP
09617601,Formatris 12µg Nov I+2px60,N2,2 ST,IHP
09617624,Formatris 12µg Nov I+3px60,N3,3 ST,IHP
09617676,Formatris 6µg Nov 2px60ED,N2,2 ST,IHP
09617682,Formatris 6µg Nov 3px60ED,N3,3 ST,IHP
09617699,Formatris 12µg Nov 2px60ED,N2,2 ST,IHP
09617707,Formatris 12µg Nov 3px60ED,N3,3 ST,IHP
09617713,Simponi 50mg Vorgef Injekt-Cc-Pharma ,N2,3X1 ST,ILO
09617765,Cationorm Md Sine,,10 ML,ATR
09617771,Cationorm Sd Sine,,30X0.4 ML,EDP
09617819,Furorese 40mg Dose,,100 ST,TAB
09618150,Olanzapin Aurobindo 2.5mg,N1,28 ST,TAB
09618167,Olanzapin Aurobindo 2.5mg,N2,56 ST,TAB
09618173,Olanzapin Aurobindo 2.5mg,N3,70 ST,TAB
09618196,Olanzapin Aurobindo 5mg,N1,28 ST,TAB
09618204,Olanzapin Aurobindo 5mg,N2,56 ST,TAB
09618210,Olanzapin Aurobindo 5mg,N3,70 ST,TAB
09618227,Olanzapin Aurobindo 7.5mg,N1,28 ST,TAB
09618233,Olanzapin Aurobindo 7.5mg,N2,56 ST,TAB
09618256,Olanzapin Aurobindo 7.5mg,N3,70 ST,TAB
09618262,Olanzapin Aurobindo 10mg,N1,28 ST,TAB
09618279,Olanzapin Aurobindo 10mg,N2,56 ST,TAB
09618285,Olanzapin Aurobindo 10mg,N3,70 ST,TAB
09618291,Olanzapin Aurobindo 15mg,N1,28 ST,TAB
09618316,Olanzapin Aurobindo 15mg,N2,56 ST,TAB
09618339,Olanzapin Aurobindo 15mg,N3,70 ST,TAB
09618345,Olanzapin Aurobindo 20mg,N1,28 ST,TAB
09618351,Olanzapin Aurobindo 20mg,N2,56 ST,TAB
09618368,Olanzapin Aurobindo 20mg,N3,70 ST,TAB
09618411,Cefazolin Eberth 2g i.v.,N3,10 ST,IFL
09618434,Cefazolin Eberth 2g i.v.,N3,10 ST,IFF
09618463,Kanuelenentsor.Qui.B.500ml-1001 ,,1 ST,   
09618486,Kanuelenents.Qu.B.500ml T2-1001 ,,1 ST,   
09618492,Kanuelenentso.Qui.B.1000ml-1001 ,,1 ST,   
09618500,Kanuelenentso.Qui.B.1500ml-1001 ,,1 ST,   
09618517,Kanuelenentso.Qui.B.2000ml-1001 ,,1 ST,   
09618523,Kanuelenentso.Qui.B.2500ml-1001 ,,1 ST,   
09618546,Sos Tal.An.Sternz.Fi.Verg.-1001 ,,1 ST,   
09618552,Sos Tal.An.Sternz.Jun Verg-1001 ,,1 ST,   
09618569,Sos Tal.An.Sternz.Kre Verg-1001 ,,1 ST,   
09618575,Sos Tal.An.Sternz.Loe Verg-1001 ,,1 ST,   
09618581,Sos Tal.An.Sternz.Sch Verg-1001 ,,1 ST,   
09618598,Sos Tal.An.Sternz.Sko Verg-1001 ,,1 ST,   
09618606,Sos Tal.An.Sternz.Ste Verg-1001 ,,1 ST,   
09618612,Sos Tal.An.Sternz.Sti Verg-1001 ,,1 ST,   
09618629,Sos Tal.An.Sternz.Waa Verg-1001 ,,1 ST,   
09618635,Sos Tal.An.Sternz.Was Verg-1001 ,,1 ST,   
09618641,Sos Tal.An.Sternz.Wid Verg-1001 ,,1 ST,   
09618658,Sos Tal.An.Sternz.Zwi Verg-1001 ,,1 ST,   
09618664,Sos Tal.F.12mm Uhrena.Verg-1001 ,,1 ST,   
09618670,Sos Tal.F.18mm Uhrena.Verg-1001 ,,1 ST,   
09618747,Zelltip Abstrichbuers.Unst-1001 ,,10 ST,   
09618753,Zelltip Abstrichbuers.Unst-1001 ,,10X10 ST,   
09618776,Zelltip Plus Abstrichb.Uns-1001 ,,100 ST,   
09618782,Zelltip Plus Abstrichb.Ste-1001 ,,1 ST,   
09618799,Zelltip Plus Abstrichb.Ste-1001 ,,50 ST,   
09618807,Soft Hand Baumwollhandsc.L-1001 ,,2 ST,HAS
09618813,Soft Hand Baumwollhandsc.M-1001 ,,2 ST,HAS
09618836,Soft Hand Baumwollhandsc.S-1001 ,,2 ST,HAS
09618842,Soft Hand Baumwollhands.Xl-1001 ,,2 ST,HAS
09618859,Soft Hand Baumwollhands.Xs-1001 ,,2 ST,HAS
09618865,Soft Hand Baumwollhand.Xxl-1001 ,,2 ST,HAS
09619132,Copolymer Handsch.Gr.L Uns-1001 ,,100 ST,HAS
09619149,Copolymer Handsch.Gr.M Uns-1001 ,,100 ST,HAS
09619155,Copolymer Handsch.Gr.S Uns-1001 ,,100 ST,HAS
09619178,Fingerschlaufe Soft Gepols-1001 ,,1 ST,   
09619563,Skin Barrier Spray Colopl.-1001 ,,1 ST,SPR
09619669,Praezisa Skalp.Kli.Fig.10-1001 ,,100 ST,   
09619675,Praezisa Skalp.Kli.Fig.11-1001 ,,100 ST,   
09619681,Praezisa Skalp.Kli.Fig.12-1001 ,,100 ST,   
09619698,Praezisa Skalp.Kli.Fig.15-1001 ,,100 ST,   
09619706,Praezisa Skalp.Kli.Fig.18-1001 ,,100 ST,   
09619712,Praezisa Skalp.Kli.Fig.19-1001 ,,100 ST,   
09619729,Praezisa Skalp.Kli.Fig.20-1001 ,,100 ST,   
09619735,Praezisa Skalp.Kli.Fig.21-1001 ,,100 ST,   
09619741,Praezisa Skalp.Kli.Fig.22-1001 ,,100 ST,   
09619758,Praezisa Skalp.Kli.Fig.23-1001 ,,100 ST,   
09619764,Praezisa Skalp.Kli.Fig.24-1001 ,,100 ST,   
09619770,Praezisa Skalpell Figur 10-1001 ,,10 ST,   
09619787,Praezisa Skalpell Figur 11-1001 ,,10 ST,   
09619793,Praezisa Skalpell Figur 12-1001 ,,10 ST,   
09619801,Praezisa Skalpell Figur 15-1001 ,,10 ST,   
09619818,Praezisa Skalpell Figur 18-1001 ,,10 ST,   
09619824,Praezisa Skalpell Figur 19-1001 ,,10 ST,   
09619830,Praezisa Skalpell Figur 20-1001 ,,10 ST,   
09619847,Praezisa Skalpell Figur 21-1001 ,,10 ST,   
09619853,Praezisa Skalpell Figur 22-1001 ,,10 ST,   
09619876,Praezisa Skalpell Figur 23-1001 ,,10 ST,   
09619882,Praezisa Skalpell Figur 24-1001 ,,10 ST,   
09620112,Nac STADA Akut 600mg,,10 ST,BTA
09620129,Nac STADA Akut 600mg,,20 ST,BTA
09620247,Efudix Kombipackung-Emra-Med ,N1,20 G,CRE
09620371,Natriumfluorid 25 Baer,N3,120 ST,TMR
09620460,Bondronat 6mg-Haemato ,N2,5 ST,IFK
09621117,Ritalin 10mg,N1,30 ST,TAB
09621123,Ritalin 10mg,N2,60 ST,TAB
09621152,Cetaphil Restoraderm Pfleg,,295 ML,LOT
09621175,Cetaphil Restoraderm Wasch,,295 ML,LOT
09627580,Tardyferon Fol Dep Eisen,N2,50 ST,FTA
09627597,Tardyferon Fol Dep Eisen,N3,100 ST,FTA
09627700,Fraxiparina 0.8ml-Axicorp ,N3,50X0.8 ML,ILO
09628131,Rebif 44 Mikrogramm Patro-kohlpharma ,N3,12 ST,ILO
09628177,Creon 10000 Kapseln-Axicorp ,N1,50 ST,KMP
09628214,Creon 10000 Kapseln-Axicorp ,N3,200 ST,KMP
09628220,Creon 25000 Kapseln-Axicorp ,N1,50 ST,KMP
09628243,Creon 25000 Kapseln-Axicorp ,N3,200 ST,KMP
09628272,Zeldox 20mg Hartkapseln-Axicorp ,N3,100 ST,HKP
09628421,Sycrest 5mg-Eurimpharm ,N2,60 ST,SUT
09629018,Hbvaxpro 40µg-Hvd ,N1,1 ST,DFL
09629076,Mmr Vaxpro Fer M Kanuele-Hvd ,N1,1 ST,FER
09629082,Plavix-Hvd ,N3,100 ST,FTA
09631593,Insuman Comb25 100IE/ml So-Emra-Med ,N1,5X3 ML,FER
09631601,Insuman Comb25 100IE/ml So-Emra-Med ,N2,10X3 ML,FER
09631624,Calcilac Brausetabletten,N1,20 ST,BTA
09631630,Calcilac Brausetabletten,,40 ST,BTA
09631647,Calcilac Brausetabletten,,100 ST,BTA
09631995,Ganfort Augentropfen-Axicorp ,N1,3 ML,ATR
09632003,Ganfort Augentropfen-Axicorp ,N2,3X3 ML,ATR
09632026,Neupro 2mg/24h-Axicorp ,N2,28 ST,PFT
09632032,Atiten Loesung-Axicorp ,,90 ML,LOE
09632049,Xeomin 100 Ld50 Einheiten-Axicorp ,N1,1 ST,PIJ
09632055,Combigan Augentropfen-Axicorp ,N2,3X5 ML,ATR
09632061,Zutectra Injektionsloesung-Axicorp ,N2,5 ST,ILO
09632084,Movicol Fluessig Orange,,2X500 ML,KON
09632351,Gesundform Flohsamen,,500 G,   
09632730,Keppra 500mg-Bb ,N3,200 ST,FTA
09632747,Keppra 500mg-Bb ,N2,100 ST,FTA
09632753,Keppra 500mg-Bb ,N1,50 ST,FTA
09632776,Stalevo 175/43.75/200mg-Br ,N2,100 ST,FTA
09632782,Reyataz 300mg Hartkapseln-Br ,N1,30 ST,HKP
09632799,Reyataz 300mg Hartkapseln-Br ,N3,90 ST,HKP
09632842,Galantamin Heumann 8mg,N1,28 ST,REK
09632859,Galantamin Heumann 16mg,N1,28 ST,REK
09632865,Seebri Breezhaler 44µg,N2,30 ST,HPI
09632871,Galantamin Heumann 16mg,N3,84 ST,REK
09632888,Galantamin Heumann 24mg,N1,28 ST,REK
09632894,Seebri Breezhaler 44µg,,3X30 ST,HPI
09632902,Galantamin Heumann 24mg,N3,84 ST,REK
09632919,Seebri Breezhaler 44µg,KP,15X10 ST,HPI
09632925,Reyataz 300mg-Adl ,N1,30 ST,HKP
09632931,Stalevo 100/25/200mg-Adl ,N2,100 ST,FTA
09632948,Micardis Plus 80/12.5mg-Adl ,N2,56 ST,TAB
09632954,Micardis Plus 80/12.5mg-Adl ,N3,98 ST,TAB
09633190,Votrient 400mg Filmtabl-Cc-Pharma ,N2,60 ST,FTA
09633333,L Carn 1g,N2,10X5 ML,ILO
09633356,L Carn 1g,N3,25X5 ML,ILO
09633385,Esmya 5mg,N1,28 ST,TAB
09633416,Candecor 4mg Tabletten,N1,28 ST,TAB
09633422,Candecor 4mg Tabletten,N2,56 ST,TAB
09633439,Candecor 4mg Tabletten,N3,98 ST,TAB
09633445,Candecor 8mg Tabletten,N1,28 ST,TAB
09633451,Candecor 8mg Tabletten,N2,56 ST,TAB
09633468,Candecor 8mg Tabletten,N3,98 ST,TAB
09633474,Candecor 16mg Tabletten,N1,28 ST,TAB
09633480,Candecor 16mg Tabletten,N2,56 ST,TAB
09633497,Candecor 16mg Tabletten,N3,98 ST,TAB
09633505,Candecor 32mg Tabletten,N1,28 ST,TAB
09633511,Candecor 32mg Tabletten,N2,56 ST,TAB
09633528,Candecor 32mg Tabletten,N3,98 ST,TAB
09633540,Candecor Comp 8mg/12.5mg,N1,28 ST,TAB
09633557,Candecor Comp 8mg/12.5mg,N2,56 ST,TAB
09633563,Candecor Comp 8mg/12.5mg,N3,98 ST,TAB
09633586,Candecor Comp 16mg/12.5mg,N1,28 ST,TAB
09633592,Candecor Comp 16mg/12.5mg,N2,56 ST,TAB
09633600,Candecor Comp 16mg/12.5mg,N3,98 ST,TAB
09633617,Candecor Comp 32mg/12.5mg,N1,28 ST,TAB
09633623,Candecor Comp 32mg/12.5mg,N2,56 ST,TAB
09633646,Candecor Comp 32mg/12.5mg,N3,98 ST,TAB
09633652,Candecor Comp 32mg/25mg,N1,28 ST,TAB
09633669,Candecor Comp 32mg/25mg,N2,56 ST,TAB
09633675,Candecor Comp 32mg/25mg,N3,98 ST,TAB
09633681,Atoris 10mg Filmtabletten,N1,30 ST,FTA
09633698,Atoris 10mg Filmtabletten,N2,50 ST,FTA
09633706,Atoris 10mg Filmtabletten,N3,100 ST,FTA
09633712,Atoris 20mg Filmtabletten,N1,30 ST,FTA
09633729,Atoris 20mg Filmtabletten,N2,50 ST,FTA
09633735,Atoris 20mg Filmtabletten,N3,100 ST,FTA
09633741,Atoris 30mg Filmtabletten,N1,30 ST,FTA
09633758,Atoris 30mg Filmtabletten,N2,50 ST,FTA
09633764,Atoris 30mg Filmtabletten,N3,100 ST,FTA
09633770,Atoris 40mg Filmtabletten,N1,30 ST,FTA
09633787,Atoris 40mg Filmtabletten,N2,50 ST,FTA
09633793,Atoris 40mg Filmtabletten,N3,100 ST,FTA
09633801,Atoris 60mg Filmtabletten,N1,30 ST,FTA
09633818,Atoris 60mg Filmtabletten,N2,50 ST,FTA
09633824,Atoris 60mg Filmtabletten,N3,100 ST,FTA
09633853,Atoris 80mg Filmtabletten,N3,100 ST,FTA
09633899,Nicorette Freshm 2mg Gepre,,20 ST,LUT
09633907,Nicorette Freshm 2mg Gepre,,80 ST,LUT
09633913,At III Nf 500,N1,1 ST,PLF
09633936,At III Nf 1000,N1,1 ST,PLF
09634410,Lisinopril Aurobindo 40mg,N3,100 ST,TAB
09634723,Rizatriptan HEXAL 5mg Smt,N2,6 ST,SMT
09634746,Rizatriptan HEXAL 10mg Smt,N1,3 ST,SMT
09634752,Rizatriptan HEXAL 10mg Smt,N2,6 ST,SMT
09634769,Rizatriptan HEXAL 10mg Smt,,12 ST,SMT
09634775,Rizatriptan HEXAL 10mg Smt,N3,18 ST,SMT
09634901,Erivedge 150mg,N1,28 ST,HKP
09635088,Ramipril HEXAL Pl AM 5/5,N1,30 ST,HKP
09635094,Ramipril HEXAL Pl AM 5/5,N2,50 ST,HKP
09635102,Ramipril HEXAL Pl AM 5/5,N3,100 ST,HKP
09635119,Ramipril HEXAL Pl AM 5/10,N1,30 ST,HKP
09635125,Ramipril HEXAL Pl AM 5/10,N2,50 ST,HKP
09635131,Ramipril HEXAL Pl AM 5/10,N3,100 ST,HKP
09635148,Ramipril HEXAL Pl AM 10/5,N1,30 ST,HKP
09635154,Ramipril HEXAL Pl AM 10/5,N2,50 ST,HKP
09635160,Ramipril HEXAL Pl AM 10/5,N3,100 ST,HKP
09635177,Ramipril HEXAL Pl AM 10/10,N1,30 ST,HKP
09635183,Ramipril HEXAL Pl AM 10/10,N2,50 ST,HKP
09635208,Ramipril HEXAL Pl AM 10/10,N3,100 ST,HKP
09635295,Roche Posay Effaclar Mat,,40 ML,CRE
09635303,Roche Posay Hydrap Int Ser,,30 ML,CRE
09635361,Mictonorm 15mg-Emra-Med ,N1,28 ST,UTA
09635378,Mictonorm 15mg-Emra-Med ,N2,49 ST,UTA
09635384,Mictonorm 15mg-Emra-Med ,N3,98 ST,UTA
09635585,Enbrel 25mg Fertigspritzen-European ,N1,4 ST,ILO
09635591,Enbrel 25mg Fertigspritzen-European ,N2,8 ST,ILO
09635616,Enbrel 25mg Fertigspritzen-European ,N3,24 ST,ILO
09635639,Humira 40mg Pen-European ,N1,2 ST,ILO
09635645,Humira 40mg Pen-European ,N3,6 ST,ILO
09635651,Humira 40mg 2xs.c. Spritze-European ,N1,2 ST,ILO
09635668,Humira 40mg 4xs.c. Spritze-European ,N2,4 ST,ILO
09635674,Humira 40mg 6xs.c. Spritze-European ,N3,6 ST,ILO
09635680,Flexiseq,,50 G,GEL
09636030,Pamifos 3mg/ml Konz 90mg,KP,1 ST,IFK
09636099,Alendronsaeure Auro 70mg,N2,4 ST,TAB
09636107,Alendronsaeure Auro 70mg,N3,12 ST,TAB
09636219,Salofalk 1g Suppositorien-Eurimpharm ,N2,30 ST,SUP
09636231,Salofalk 1g Suppositorien-Eurimpharm ,N3,90 ST,SUP
09636946,Irbesartan STADA 75mg Fta,N2,56 ST,FTA
09636952,Irbesartan STADA 75mg Fta,N3,98 ST,FTA
09636969,Irbesartan STADA 150mg Fta,N1,28 ST,FTA
09636975,Irbesartan STADA 150mg Fta,N2,56 ST,FTA
09636981,Irbesartan STADA 150mg Fta,N3,98 ST,FTA
09637012,Irbesartan STADA 300mg Fta,N3,98 ST,FTA
09637070,Vimpat 150mg-kohlpharma ,N2,56 ST,FTA
09637199,Miclast 80mg/G Wir Nagella,N1,3 ML,NAW
09637288,Elonva 150µg Inj Lsg-kohlpharma ,N1,0.5 ML,ILO
09637348,Enbrel 25mg Pul+Gefuel Spr-kohlpharma ,N3,24 ST,TRS
09637354,Stalevo 175/43.75/200mg-kohlpharma ,N2,100 ST,FTA
09637377,Viramune 400mg-kohlpharma ,,30 ST,RET
09637408,Viramune 400mg-kohlpharma ,,90 ST,RET
09637466,Noxafil 40mg/ml Susp Z Ein-Axicorp ,N1,105 ML,SUE
09637549,Azithromycin Hec 500mg,N1,3 ST,FTA
09637555,Votrient 200mg-Emra-Med ,N3,90 ST,FTA
09637561,Votrient 400mg-Emra-Med ,N2,60 ST,FTA
09637609,Quetiapin HEXAL 50mg Ret,N1,10 ST,RET
09637615,Quetiapin HEXAL 50mg Ret,N2,50 ST,RET
09637621,Quetiapin HEXAL 50mg Ret,N3,100 ST,RET
09637644,Quetiapin HEXAL 150mg Ret,N1,10 ST,RET
09637650,Quetiapin HEXAL 150mg Ret,N2,50 ST,RET
09637667,Quetiapin HEXAL 150mg Ret,N3,100 ST,RET
09637673,Quetiapin HEXAL 200mg Ret,N1,10 ST,RET
09637696,Quetiapin HEXAL 200mg Ret,N2,50 ST,RET
09637704,Quetiapin HEXAL 200mg Ret,N3,100 ST,RET
09637710,Quetiapin HEXAL 300mg Ret,N1,10 ST,RET
09637727,Quetiapin HEXAL 300mg Ret,N2,50 ST,RET
09637733,Quetiapin HEXAL 300mg Ret,N3,100 ST,RET
09637756,Quetiapin HEXAL 400mg Ret,N1,10 ST,RET
09637762,Quetiapin HEXAL 400mg Ret,N2,50 ST,RET
09637779,Quetiapin HEXAL 400mg Ret,N3,100 ST,RET
09637785,Memantin Hcl Alchemia 5mg,N2,42 ST,FTA
09637791,Memantin Hcl Alchemia 5mg,N3,98 ST,FTA
09637816,Memantin Hcl Alchemia 10mg,N2,42 ST,FTA
09637822,Memantin Hcl Alchemia 10mg,N3,98 ST,FTA
09637839,Memantin Hcl Alchemia 15mg,N2,42 ST,FTA
09637845,Memantin Hcl Alchemia 15mg,N3,98 ST,FTA
09637851,Memantin Hcl Alchemia 20mg,N2,42 ST,FTA
09637868,Memantin Hcl Alchemia 20mg,N3,98 ST,FTA
09638767,Reyataz 300mg Hartkapseln-Bb ,N1,30 ST,HKP
09638773,Reyataz 300mg Hartkapseln-Bb ,N3,90 ST,HKP
09638856,Violette 0.03mg/2mg Fta,N2,63 ST,FTA
09638879,Violette 0.03mg/2mg Fta,N3,126 ST,FTA
09639057,Nobaskin Dusch & Waschlot,,300 ML,XDG
09639063,Nobaskin Bodylotion,,300 ML,LOT
09639726,Riluzolzentiva 50mg,N2,56 ST,FTA
09639732,Mabthera 500mg-European ,N1,1 ST,IFK
09640391,Calcium D3 Stada1000mg/880,N2,50 ST,BTA
09640416,Calcium D3 Stada1000mg/880,N3,120 ST,BTA
09640439,Enbrel 50mg-European ,N3,12 ST,ILO
09640474,Enbrel 50mg-European ,N2,4 ST,ILO
09640646,Twynsta 80mg/5mg-Orifarm ,N3,98 ST,TAB
09640669,Twynsta 80/10mg-Orifarm ,N3,98 ST,TAB
09640706,Arava 20mg Filmtabletten-Isopharm ,N3,100 ST,FTA
09640907,Folsan 5mg,N2,50 ST,TAB
09640959,Cymbalta 30mg-C ,N3,98 ST,KMR
09640994,Gynokadin 2mg,N3,100 ST,TAB
09641083,Opatanol-Pharma ,N1,1X5 ML,ATR
09641367,Oxaliplatin Onk5mg/ml 50mg,N1,1 ST,IFK
09641373,Oxaliplatin Onk5mg/ml100mg,N1,1 ST,IFK
09642852,Chlorhexamed Forte Alkfrei,,200 ML,LOE
09642869,Chlorhexamed Forte Alkfrei,,600 ML,LOE
09643165,Ephepect,,50 ST,PAS
09643171,Ephepect,,600 ST,PAS
09643596,Aclasta 5mg-European ,N1,100 ML,INF
09643610,Roche Posay Substiane+ Uv,,40 ML,CRE
09646784,Gonal F 300IE/0.5ml 22µg-Cc-Pharma ,N1,1 ST,PEN
09646790,Gonal F 450IE/0.75ml 33µg-Cc-Pharma ,N1,1 ST,PEN
09646809,Gonal F 900IE/1.5ml 66µg-Cc-Pharma ,N1,1 ST,PEN
09647275,Mesalazin Kohlpharma 500mg-kohlpharma ,N1,10 ST,SUP
09647281,Mesalazin Kohlpharma 500mg-kohlpharma ,N2,30 ST,SUP
09647298,Mesalazin Kohlpharma 500mg-kohlpharma ,N3,120 ST,SUP
09647683,Pascorbin,N2,20X50 ML,ILO
09647766,Capsagamma Dolor 0.05%,,40 G,CRE
09647772,Capsagamma Dolor 0.05%,,100 G,CRE
09647789,Previva Sano20 0.02/0.15mg,N1,21 ST,TAB
09647795,Previva Sano20 0.02/0.15mg,N2,63 ST,TAB
09647803,Previva Sano20 0.02/0.15mg,N3,126 ST,TAB
09647826,Previva Sano30 0.03/0.15mg,N1,21 ST,TAB
09647832,Previva Sano30 0.03/0.15mg,N2,63 ST,TAB
09647855,Previva Sano30 0.03/0.15mg,N3,126 ST,TAB
09647915,Xarelto 2.5mg,,1X28 ST,FTA
09648211,Fraxiparina 0.6ml-Axicorp ,N3,50X0.6 ML,ILO
09648228,Duspatal 200mg Retard-Emra-Med ,,90 ST,REK
09648381,Maitalon 20 0.02mg/3mg,N1,1X21 ST,FTA
09648464,Maitalon 20 0.02mg/3mg,N2,3X21 ST,FTA
09648470,Maitalon 20 0.02mg/3mg,N3,6X21 ST,FTA
09648487,Maitalon 30 0.03mg/3mg,N1,1X21 ST,FTA
09648493,Maitalon 30 0.03mg/3mg,N2,3X21 ST,FTA
09648501,Maitalon 30 0.03mg/3mg,N3,6X21 ST,FTA
09648518,Daylette 0.02mg/3mg,N1,1X28 ST,FTA
09648524,Daylette 0.02mg/3mg,N2,3X28 ST,FTA
09648530,Daylette 0.02mg/3mg,N3,6X28 ST,FTA
09648725,Roactemra 20mg/ml 200mg-kohlpharma ,N1,1 ST,IFK
09648731,Roactemra 20mg/ml 400mg-kohlpharma ,N1,1 ST,IFK
09648748,Roactemra 20mg/ml 80mg-kohlpharma ,N1,1 ST,IFK
09649328,Inegy 10mg/40mg-kohlpharma ,N3,100 ST,TAB
09651590,Symbicort Turbuha160/4.5µg-Emra-Med ,N3,3 ST,IHP
09651609,Microlax,N1,4X5 ML,KLI
09651615,Microlax,,12X5 ML,KLI
09651621,Microlax,,50X5 ML,KLI
09651704,Fraxiparina 0.3ml-Axicorp ,N3,50X0.3 ML,ILO
09651710,Pletal 100mg Tabletten-Axicorp ,,56 ST,TAB
09651756,Methotrexat Sta7.5mg/0.3ml,N3,12 ST,FER
09651785,Methotrexat Stad10mg/0.4ml,N3,12 ST,FER
09651822,Methotrexat Stad15mg/0.6ml,N3,12 ST,FER
09651851,Methotrexat Stad20mg/0.8ml,N3,12 ST,FER
09651880,Orgalutran 0.25mg/ 0.5ml-Emra-Med ,N1,1 ST,ILO
09651897,Methotrexat Stad25mg/1.0ml,N3,12 ST,FER
09651957,Genotropin 12mg/ml Goquick-Cc-Pharma ,N1,1 ST,PLI
09651963,Genotropin 12mg/ml Goquick-Cc-Pharma ,N2,5 ST,PLI
09652000,Jevtana 60mg-Haemato ,N1,1 ST,IFK
09652017,Cialis 20mg Filmtabletten-Haemato ,,4 ST,FTA
09652046,Edurant 25mg Filmtabletten-Haemato ,N2,30 ST,FTA
09652052,Viramune 400mg-Haemato ,,30 ST,RET
09652075,Lophakomp B12 Depot1000mcg,N3,2X10X2 ML,ILO
09666775,Tolterodin ratio 4mg Rek,N1,28 ST,REK
09666781,Tolterodin ratio 4mg Rek,N2,50 ST,REK
09666798,Tolterodin ratio 4mg Rek,N3,98 ST,REK
09666835,Competact 15mg/850mg-Cc-Pharma ,N2,112 ST,FTA
09666841,Competact 15mg/850mg-Cc-Pharma ,N3,196 ST,FTA
09666893,Nulojix 250mg-Cc-Pharma ,N1,1X250 MG,PIK
09666901,Zytiga 250mg Tabletten-Cc-Pharma ,N2,120 ST,TAB
09667303,Nystatin Acis Creme,N1,20 G,CRE
09667326,Nystatin Acis Creme,N2,50 G,CRE
09667332,Nystatin Acis Suspension,N1,30 ML,SUS
09667349,Nystatin Acis Suspension,N2,50 ML,SUS
09667415,Omeprazol AL 10 mg Kmr,,15 ST,HKM
09667421,Omeprazol AL 10 mg Kmr,N1,30 ST,HKM
09667438,Omeprazol AL 10 mg Kmr,N2,60 ST,HKM
09667444,Omeprazol AL 10 mg Kmr,N3,100 ST,HKM
09667450,Omeprazol AL 20 mg Kmr,,15 ST,HKM
09667467,Omeprazol AL 20 mg Kmr,N1,30 ST,HKM
09667473,Omeprazol AL 20 mg Kmr,N2,50 ST,HKM
09667496,Omeprazol AL 20 mg Kmr,N2,60 ST,HKM
09667504,Omeprazol AL 20 mg Kmr,N3,100 ST,HKM
09667510,Omeprazol AL 40 mg Kmr,,15 ST,HKM
09667527,Omeprazol AL 40 mg Kmr,N1,30 ST,HKM
09667533,Omeprazol AL 40 mg Kmr,N2,50 ST,HKM
09667556,Omeprazol AL 40 mg Kmr,N2,60 ST,HKM
09667579,Omeprazol AL 40 mg Kmr,N3,100 ST,HKM
09667728,Somatuline Autogel 60mg-Cc-Pharma ,N1,1 ST,ILO
09667734,Somatuline Autogel 60mg-Cc-Pharma ,N2,3 ST,ILO
09667740,Somatuline Autogel 90mg-Cc-Pharma ,N1,1 ST,ILO
09667757,Somatuline Autogel 90mg-Cc-Pharma ,N2,3 ST,ILO
09667763,Somatuline Autogel 120mg-Cc-Pharma ,N1,1 ST,ILO
09667786,Somatuline Autogel 120mg-Cc-Pharma ,N2,3 ST,ILO
09667852,Oxaliplatin Onk5mg/ml200mg,N1,1 ST,IFK
09668030,Metex Pen 7.5mg Fertigpen,N1,1 ST,PEN
09668053,Metex Pen 7.5mg Fertigpen,N2,6 ST,PEN
09668076,Metex Pen 7.5mg Fertigpen,N3,12 ST,PEN
09668082,Metex Pen 10mg Fertigpen,N1,1 ST,PEN
09668107,Metex Pen 10mg Fertigpen,N2,6 ST,PEN
09668113,Metex Pen 10mg Fertigpen,N3,12 ST,PEN
09668202,Metex Pen 12.5mg Fertigpen,N1,1 ST,PEN
